Year,Area,Street,Street 2,Strange HTML
2012,,Cloptoní«Crescent,Clopton Crescent,
2012,,Cloptoní«Crescent,Clopton Crescent,
2012,," cooksí«lane,í«chelmsleyí«wood"," cooks lane, chelmsley wood",
2012,,druryí«lane,drury lane,
2012,," Druryí«Laneí«,Solihull."," Drury Lane ,Solihull.",
2012,,Farthingsí«PHí«í«í«Greení«Lane,Farthings PH   Green Lane,
2012,," Forthí«Drive,í«Chelmsleyí«Wood"," Forth Drive, Chelmsley Wood",
2012,," glebeí«road,í«solihull"," glebe road, solihull",
2012,," Greení«laneí«,í«Shirley"," Green lane , Shirley",
2012,," Grevilleí«Pub,í«Solihull,í«Birmingham"," Greville Pub, Solihull, Birmingham",
2012,,harvesterí«pubí«solihull,harvester pub solihull,
2012,,heatoní«rdí«solihull,heaton rd solihull,
2012,,helmsfordí«Drive,helmsford Drive,
2012,,Helmswoodí«Drive,Helmswood Drive,
2012,,Highí«Stí«Knowle,High St Knowle,
2012,,highí«stí«solihull,high st solihull,
2012,,highí«stí«solihull,high st solihull,
2012,,Highí«Stí«Solihull,High St Solihull,
2012,,Highí«Stí«Solihull,High St Solihull,
2012,," Highí«St,í«Solihull"," High St, Solihull",
2012,," highí«st,í«solihull"," high st, solihull",
2012,," Highí«St,í«Solihull"," High St, Solihull",
2012,,Highí«Street,High Street,
2012,,Highí«Street,High Street,
2012,,Highí«Street,High Street,
2012,,Highí«Street,High Street,
2012,,Highí«Street,High Street,
2012,,Highí«streetí«í«OSí«Hogsí«Head,High street  OS Hogs Head,
2012,," Highí«Streetí«,í«Solihull"," High Street , Solihull",
2012,,Highí«Streetí«Solihull,High Street Solihull,
2012,,Highí«Streetí«Solihull,High Street Solihull,
2012,,Highí«Streetí«Solihull,High Street Solihull,
2012,," highí«street,í«solihull"," high street, solihull",
2012,,Homerí«Road,Homer Road,
2012,,homerí«road,homer road,
2012,,homerí«roadí«solihull,homer road solihull,
2012,,Hurstí«Laneí«northí«J/Wí«Greení«Lane,Hurst Lane north J/W Green Lane,
2012,," Kilcoteí«Road,í«Shirley"," Kilcote Road, Shirley",
2012,,Knowleí«Park,Knowle Park,
2012,," Lodeí«Lane,í«Solihull,í«Birmingham"," Lode Lane, Solihull, Birmingham",
2012,,Londoní«Road,London Road,
2012,,M42,M42,
2012,,Mcí«Donaldsí«Highí«Stí«Solihull,Mc Donalds High St Solihull,
2012,,mellí«square,mell square,
2012,," Mortons,í«Dickensí«heath,í«Solihull"," Mortons, Dickens heath, Solihull",
2012,,NEC,NEC,
2012,," o/sí«bangorí«house,í«forthí«drive,í«chelmsleyí«wood"," o/s bangor house, forth drive, chelmsley wood",
2012,," o/sí«hoggsí«headí«PH,í«Poplarí«Road,í«Solihull"," o/s hoggs head PH, Poplar Road, Solihull",
2012,,O/Sí«Hoggsí«headí«Poplarí«Wayí«solihull,O/S Hoggs head Poplar Way solihull,
2012,," o/sí«Kingsí«Highí«St,í«Solihull"," o/s Kings High St, Solihull",
2012,," o/sí«Kings,í«Solihull"," o/s Kings, Solihull",
2012,," O/Sí«LANGLEYí«HALLí«SOCIALí«CLUB,í«LANGLEYí«HALLí«RD,í«OLTON"," O/S LANGLEY HALL SOCIAL CLUB, LANGLEY HALL RD, OLTON",
2012,,O/Sí«TOuchwoodí«Centreí«Poplarí«Roadí«Solihull,O/S TOuchwood Centre Poplar Road Solihull,
2012,,Oltoní«Railwayí«Station,Olton Railway Station,
2012,,Oltoní«Tavern,Olton Tavern,
2012,," OSí«Assemblyí«Rooms,í«Poplarí«Road,í«Solihull"," OS Assembly Rooms, Poplar Road, Solihull",
2012,," OSí«Masonsí«PH,í«Highí«Streetí«Solihull"," OS Masons PH, High Street Solihull",
2012,,OSí«Solihullí«Hospital,OS Solihull Hospital,
2012,,OSí«Solihullí«Hospital,OS Solihull Hospital,
2012,,OSí«Solihullí«Hospital,OS Solihull Hospital,
2012,,Outsideí«theí«Watersideí«Bar,Outside the Waterside Bar,
2012,,pineí«squareí«chelsmleyí«wood,pine square chelsmley wood,
2012,," Plumeí«ofí«Feathersí«publicí«house,í«Stratfordí«Road,í«Shirley"," Plume of Feathers public house, Stratford Road, Shirley",
2012,," Poplarí«Avenueí«,Solihull."," Poplar Avenue ,Solihull.",
2012,,Poplarí«Rd,Poplar Rd,
2012,,poplarí«rdí«solihull,poplar rd solihull,
2012,,Poplarí«Rdí«Solihullí«Towní«Cebtre,Poplar Rd Solihull Town Cebtre,
2012,,Poplarí«Rdí«Solihullí«Towní«Centre,Poplar Rd Solihull Town Centre,
2012,,Poplarí«Rdí«Towní«Centreí«Solihull,Poplar Rd Town Centre Solihull,
2012,," poplarí«rd,í«solihull"," poplar rd, solihull",
2012,,Poplarí«Road,Poplar Road,
2012,,Poplarí«Road,Poplar Road,
2012,,Poplarí«Road,Poplar Road,
2012,,Poplarí«Road,Poplar Road,
2012,,Poplarí«Road,Poplar Road,
2012,,Poplarí«Road,Poplar Road,
2012,,Poplarí«Roadí«Solihull,Poplar Road Solihull,
2012,,poplarí«roadí«solihull,poplar road solihull,
2012,,poplarí«roadí«solihull,poplar road solihull,
2012,," Poplarí«Road,í«Solihull"," Poplar Road, Solihull",
2012,," Poplarí«Road,í«Solihull"," Poplar Road, Solihull",
2012,," Poplarí«Road,í«Solihull"," Poplar Road, Solihull",
2012,," Poplarí«Road,í«Solihull"," Poplar Road, Solihull",
2012,,poplarí«way.,poplar way.,
2012,,Ppoplarí«road,Ppoplar road,
2012,," premierí«inn,í«stratfordí«road"," premier inn, stratford road",
2012,," Radlowí«Crescent,í«Marstoní«Green"," Radlow Crescent, Marston Green",
2012,,ramadaí«hotel,ramada hotel,
2012,,roverí«drive,rover drive,
2012,,roverí«drive,rover drive,
2012,,Saddlersí«Arms,Saddlers Arms,
2012,,Shirralí«Grove,Shirral Grove,
2012,,solihullí«highí«street,solihull high street,
2012,,Solihullí«Highí«Street,Solihull High Street,
2012,,Solihullí«Towní«centre,Solihull Town centre,
2012,,solihullí«towní«centre,solihull town centre,
2012,,Solihullí«Towní«Centre,Solihull Town Centre,
2012,,Solihullí«Towní«Centre,Solihull Town Centre,
2012,,Stationí«Rdí«Solihull,Station Rd Solihull,
2012,,Stationí«Road,Station Road,
2012,,Stationí«Road,Station Road,
2012,,Stationí«roadí«Solihull,Station road Solihull,
2012,," Stationí«Road,í«Solihull."," Station Road, Solihull.",
2012,,Stratfordí«Road,Stratford Road,
2012,,Stratfordí«Roadí«Shirley,Stratford Road Shirley,
2012,,Theí«bearí«atí«Berkswell,The bear at Berkswell,
2012,,Theí«Cresentí«Solihull,The Cresent Solihull,
2012,,Theí«Radleys,The Radleys,
2012,," Threeí«Horseshoes,í«Sheldon"," Three Horseshoes, Sheldon",
2012,,Touchwoodí«Centre,Touchwood Centre,
2012,,Warwickí«Road,Warwick Road,
2012,,Warwickí«Roadí«Olton,Warwick Road Olton,
2012,,warwickí«roadí«solihull,warwick road solihull,
2012,,Widneyí«Lane/í«Blossomfieldí«tennisí«club,Widney Lane/ Blossomfield tennis club,
2012,Sandwell,Abrahamí«Darbyí«Publicí«House,Abraham Darby Public House,
2012,," Allí«Saintsí«Way,í«Westí«bromwich"," All Saints Way, West bromwich",
2012,,arcadianí«ŒŠí_Œí«birmingham,arcadian ŒŠí_Œ birmingham,
2012,,arcadianí«ŒŠí_Œí«birmingham,arcadian ŒŠí_Œ birmingham,
2012,,asdaí«greatí«bridge,asda great bridge,
2012,,bearwoodí«Highí«Street,bearwood High Street,
2012,,Bearwoodí«highí«street,Bearwood high street,
2012,,Bearwoodí«Highí«Street,Bearwood High Street,
2012,,Bearwoodí«rd,Bearwood rd,
2012,,Bearwoodí«road,Bearwood road,
2012,,Bearwoodí«Road,Bearwood Road,
2012,," Betí«Fred,í«Duchessí«Park,í«Westí«Bromwich"," Bet Fred, Duchess Park, West Bromwich",
2012,," BetFred,í«Westí«Bromwich"," BetFred, West Bromwich",
2012,,Bhamí«streetí«stourbridge,Bham street stourbridge,
2012,," Birchí«Road,í«Oldbury"," Birch Road, Oldbury",
2012,,Blackheathí«housingí«office,Blackheath housing office,
2012,," Bourneí«Avenue,í«Tipton"," Bourne Avenue, Tipton",
2012,,bridgeí«st,bridge st,
2012,,Bridgnorthí«Rd,Bridgnorth Rd,
2012,,Brookí«ST,Brook ST,
2012,,Burntree,Burntree,
2012,,capeí«hill,cape hill,
2012,," Cartersí«Green,í«Westí«Bromwich"," Carters Green, West Bromwich",
2012,," Cartersí«Green,í«Westí«Bromwich"," Carters Green, West Bromwich",
2012,," Cartersí«Green,í«Westí«Bromwich"," Carters Green, West Bromwich",
2012,,Causewayí«Rowley,Causeway Rowley,
2012,," Chapelí«Street,í«Oldbury"," Chapel Street, Oldbury",
2012,," Chipí«shop,í«greatí«bridgeí«tipton"," Chip shop, great bridge tipton",
2012,,Churchí«Streetí«Oldí«Hill,Church Street Old Hill,
2012,,Churchí«streetí«Oldbury,Church street Oldbury,
2012,," Churchí«street,í«oldbury"," Church street, oldbury",
2012,,clairmintí«roadí«smethwick,clairmint road smethwick,
2012,,Claremontí«Roadí«Smethwick,Claremont Road Smethwick,
2012,,cliffordí«road,clifford road,
2012,," Collinsí«Street,í«Westí«Bromwich"," Collins Street, West Bromwich",
2012,," Collinsí«Street,í«Westí«Bromwich"," Collins Street, West Bromwich",
2012,,Cumberlandí«Roadí«Wednesbury,Cumberland Road Wednesbury,
2012,,Delvilleí«Terrace,Delville Terrace,
2012,,Desií«Marslaí«Westí«Bromwich,Desi Marsla West Bromwich,
2012,,Dilshadí«Restaurantí«Oldburyí«Roadí«Blackheath,Dilshad Restaurant Oldbury Road Blackheath,
2012,,Dudleyí«Road,Dudley Road,
2012,,dudleyí«roadí«east,dudley road east,
2012,,Dudleyí«Roadí«Eastí«Tividale,Dudley Road East Tividale,
2012,," Edwardí«Street,í«Westí«Bromwich"," Edward Street, West Bromwich",
2012,," Elmí«Treeí«Way,í«Cradleyí«Heath"," Elm Tree Way, Cradley Heath",
2012,,Forgeí«Lane,Forge Lane,
2012,,Frontí«Officeí«Smethwick,Front Office Smethwick,
2012,,grangeí«Roadí«Cradley,grange Road Cradley,
2012,," gregoryí«avenue,í«Weoleyí«Castle"," gregory avenue, Weoley Castle",
2012,,H/A,H/A,
2012,,Habberlyí«Road,Habberly Road,
2012,,Hagleyí«Roadí«West,Hagley Road West,
2012,,Haigí«Street,Haig Street,
2012,," halesowení«Road,í«Cradley"," halesowen Road, Cradley",
2012,,HANNOVERí«ROAD,HANNOVER ROAD,
2012,," Hanoverí«Road,í«Rowleyí«regis"," Hanover Road, Rowley regis",
2012,,Harborneí«Storesí«Harborne,Harborne Stores Harborne,
2012,,Harborneí«Storesí«Harborne,Harborne Stores Harborne,
2012,,Hargateí«Armsí«Publicí«House,Hargate Arms Public House,
2012,," Hasburyí«PH,í«Halesowen"," Hasbury PH, Halesowen",
2012,," Hasburyí«PH,í«Halesowen"," Hasbury PH, Halesowen",
2012,," Hasburyí«PH,í«Halesowen"," Hasbury PH, Halesowen",
2012,,HENDERSONí«WAY,HENDERSON WAY,
2012,,HERMITí«STREET,HERMIT STREET,
2012,,highí«stí«smethwick,high st smethwick,
2012,,highí«stí«WB,high st WB,
2012,,HIGHí«STí«WESTí«BROM,HIGH ST WEST BROM,
2012,,highí«stí«westí«bromwich,high st west bromwich,
2012,,Highí«Streetí«Smethwick,High Street Smethwick,
2012,,highí«streetí«wednesbury,high street wednesbury,
2012,,Highí«Streetí«Westí«Bromwich,High Street West Bromwich,
2012,,Highí«Streetí«Wollaston.,High Street Wollaston.,
2012,," Highí«Street,í«Smethwick"," High Street, Smethwick",
2012,," Highí«Street,í«Smethwick"," High Street, Smethwick",
2012,," Highí«Street,í«Wednesbury"," High Street, Wednesbury",
2012,," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,," Highí«Street,í«Westí«Bromwich."," High Street, West Bromwich.",
2012,,Highí«Streetmí«Westí«Brom,High Streetm West Brom,
2012,," Hillí«Top,í«Westí«Bromwich"," Hill Top, West Bromwich",
2012,,Holidayí«Inní«Oldbury,Holiday Inn Oldbury,
2012,,Holidayí«Inní«Oldbury,Holiday Inn Oldbury,
2012,,Hollyí«lane,Holly lane,
2012,,Horseleyí«Heath,Horseley Heath,
2012,,horsleyí«heathí«road,horsley heath road,
2012,,Johnsoní«Road,Johnson Road,
2012,,Kingí«streetí«Dudley,King street Dudley,
2012,,Knightsí«Questí«Blackheath,Knights Quest Blackheath,
2012,,lakesideí«PHí«carí«park,lakeside PH car park,
2012,,Littletoní«Streetí«Westí«Bromwich,Littleton Street West Bromwich,
2012,,londonderryí«lane,londonderry lane,
2012,,londonderryí«rd,londonderry rd,
2012,,Longí«Lane,Long Lane,
2012,," Mallení«Stí«,í«Oldbury"," Mallen St , Oldbury",
2012,," Marketí«Place,í«Dudley"," Market Place, Dudley",
2012,,Mcdonaldsí«Greatí«Bridge,Mcdonalds Great Bridge,
2012,,Millí«Hillí«Smethwick,Mill Hill Smethwick,
2012,,MILLFIELDSí«ROAD,MILLFIELDS ROAD,
2012,,Moorí«Street,Moor Street,
2012,,Mooreí«Street,Moore Street,
2012,," Newtoní«Rd,í«Greatí«Barr"," Newton Rd, Great Barr",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,," O/Sí«Hotelí«Denara,í«í«Bearwood"," O/S Hotel Denara,  Bearwood",
2012,,Oldí«chapelí«rd,Old chapel rd,
2012,,Oldburyí«Road,Oldbury Road,
2012,,Oldburyí«Roadí«Oldbury,Oldbury Road Oldbury,
2012,,Peaksí«Road,Peaks Road,
2012,," Poundí«Road,í«Oldbury"," Pound Road, Oldbury",
2012,," Poundí«Road,í«Oldbury"," Pound Road, Oldbury",
2012,," powkeí«Lane,í«Oldbury"," powke Lane, Oldbury",
2012,,Powysí«ave,Powys ave,
2012,,Pritchardí«Close,Pritchard Close,
2012,," Queensí«Road,í«Smethwick"," Queens Road, Smethwick",
2012,," Raglandí«Road,í«Smethwick"," Ragland Road, Smethwick",
2012,,Reformí«Way,Reform Way,
2012,,Regentí«Courtí«Smethwick,Regent Court Smethwick,
2012,," Regentí«Road,í«Tividale"," Regent Road, Tividale",
2012,,rolfí«streetí«station,rolf street station,
2012,," Royalí«Chicken,í«Horsleyí«Heath"," Royal Chicken, Horsley Heath",
2012,,Samsoní«andí«Lioní«Pub,Samson and Lion Pub,
2012,,sandwellí«hospital,sandwell hospital,
2012,,Schoolí«St,School St,
2012,,schoolí«street,school street,
2012,,sedgleyí«roadí«west,sedgley road west,
2012,,sedgleyí«roadí«west,sedgley road west,
2012,,shaftsburyí«street,shaftsbury street,
2012,,Slaterí«Streetí«Greatí«Bridge,Slater Street Great Bridge,
2012,,southí«bankí«road,south bank road,
2012,," Sponí«Lane,í«Westí«Bromwich"," Spon Lane, West Bromwich",
2012,,Stí«Michealsí«Streetí«Westí«Brom,St Micheals Street West Brom,
2012,,stoneí«street,stone street,
2012,,Stourbridgeí«Highí«Street,Stourbridge High Street,
2012,,Stourbridgeí«Road,Stourbridge Road,
2012,,STUARTí«ROADí«ŒŠí_Œí«ROWLEYí«REGIS,STUART ROAD ŒŠí_Œ ROWLEY REGIS,
2012,,Tameí«Rd,Tame Rd,
2012,," Tescoí«Express,í«Sellyí«Oak"," Tesco Express, Selly Oak",
2012,,tescosí«burntree,tescos burntree,
2012,,theí«legends,the legends,
2012,,upperí«highí«street,upper high street,
2012,,vicarageí«roadí«smethwick,vicarage road smethwick,
2012,," Victoriaí«Park,í«Tipton"," Victoria Park, Tipton",
2012,,Victoriaí«Suiteí«Wimdmillí«Lane,Victoria Suite Wimdmill Lane,
2012,,Walsallí«Road,Walsall Road,
2012,,Walterí«Stí«Westí«bromwich,Walter St West bromwich,
2012,,Walterí«Streetí«Westí«Bromwich,Walter Street West Bromwich,
2012,,Waterlooí«Road,Waterloo Road,
2012,,westí«bromí«highí«street,west brom high street,
2012,,Westí«Bromí«Highí«Street,West Brom High Street,
2012,,Westí«Bromí«Highí«Street,West Brom High Street,
2012,,Westí«Bromwichí«Policeí«station,West Bromwich Police station,
2012,,westí«bromwichí«policeí«statiopn,west bromwich police statiopn,
2012,,WESTí«PARKí«WOLVERHAMPTON,WEST PARK WOLVERHAMPTON,
2012,,windmillí«lane,windmill lane,
2012,,Windmillí«Lane,Windmill Lane,
2012,,Windmillí«Lane,Windmill Lane,
2012,Walsall,Abelwellí«Stí«Walsall,Abelwell St Walsall,
2012,,Abelwellí«Streetí«Walsall,Abelwell Street Walsall,
2012,,Ablewellí«Street,Ablewell Street,
2012,," ABLEWELLí«STREET,í«WALSALL"," ABLEWELL STREET, WALSALL",
2012,," ABLEWELLí«STREET,í«WALSALL"," ABLEWELL STREET, WALSALL",
2012,," ablewellí«street,í«walsall"," ablewell street, walsall",
2012,,abuí«bakaí«carí«parkí«wednesburyí«road,abu baka car park wednesbury road,
2012,,barí«sportí«bridgeí«st,bar sport bridge st,
2012,,BARONSí«COURTí«HOTEL,BARONS COURT HOTEL,
2012,," Beatoní«close,willenhall"," Beaton close,willenhall",
2012,,bentleyí«lane,bentley lane,
2012,,Bentleyí«lane,Bentley lane,
2012,,Bentleyí«Lane,Bentley Lane,
2012,,Bilstoní«Street,Bilston Street,
2012,,Bilstoní«Street,Bilston Street,
2012,,Bilstoní«Street,Bilston Street,
2012,,birminghamí«rdí«walsall,birmingham rd walsall,
2012,,Blowwichí«road,Blowwich road,
2012,,Bloxwichí«Laneí«North,Bloxwich Lane North,
2012,,bloxwichí«road,bloxwich road,
2012,,bloxwichí«road,bloxwich road,
2012,,Bloxwichí«Road,Bloxwich Road,
2012,," Blueí«Lane,í«Walsall"," Blue Lane, Walsall",
2012,,Bradfordí«í«Place,Bradford  Place,
2012,,Bradfordí«Place,Bradford Place,
2012,,Bradfordí«Place,Bradford Place,
2012,,Bradfordí«place,Bradford place,
2012,,Bradfordí«Placeí«Walsall,Bradford Place Walsall,
2012,,bradfordí«placeí«walsall,bradford place walsall,
2012,,Bradfordí«Placeí«Walsall,Bradford Place Walsall,
2012,," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,," Bradfordí«Place,í«Walsallí«Towní«centre"," Bradford Place, Walsall Town centre",
2012,,Bradfordí«Street,Bradford Street,
2012,,Bradfordí«Street,Bradford Street,
2012,,Bradfordí«Streetí«Walsall,Bradford Street Walsall,
2012,," Bradfordí«Street,í«Walsall"," Bradford Street, Walsall",
2012,," Bradfordí«Street,í«Walsall"," Bradford Street, Walsall",
2012,," Bradfordí«street,Walsall"," Bradford street,Walsall",
2012,,Bridgeí«St,Bridge St,
2012,,Bridgeí«Stí«Walsall,Bridge St Walsall,
2012,,bridgeí«Stí«Walsall,bridge St Walsall,
2012,," Bridgeí«St,í«Walsall"," Bridge St, Walsall",
2012,," Bridgeí«St,í«Walsall"," Bridge St, Walsall",
2012,,Bridgeí«street,Bridge street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«street,Bridge street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«Street,Bridge Street,
2012,,Bridgeí«street,Bridge street,
2012,,Bridgeí«Streetí«Walsall,Bridge Street Walsall,
2012,,bridgeí«Streetí«Walsall,bridge Street Walsall,
2012,,Bridgeí«Streetí«Walsall,Bridge Street Walsall,
2012,,bridgeí«streetí«walsall,bridge street walsall,
2012,,bridgeí«Streetí«Walsall,bridge Street Walsall,
2012,,Bridgeí«streetí«walsall,Bridge street walsall,
2012,,BRIDGEí«STREETí«WALSALLí«TOWNí«CENTRE,BRIDGE STREET WALSALL TOWN CENTRE,
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," bridgeí«street,í«walsall"," bridge street, walsall",
2012,," bridgeí«street,í«walsall"," bridge street, walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," bridgeí«street,í«walsall"," bridge street, walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,," Bridgeí«Street,Walsall"," Bridge Street,Walsall",
2012,," Bridgeí«Street,Walsall"," Bridge Street,Walsall",
2012,," Bridgeí«street,Walsall"," Bridge street,Walsall",
2012,," BRIDGEí«STREET,WALSALLí«TOWNí«CENTRE"," BRIDGE STREET,WALSALL TOWN CENTRE",
2012,,Broadí«Meddowsí«Road,Broad Meddows Road,
2012,," Broadwayí«North,í«Walsall"," Broadway North, Walsall",
2012,," Busí«Station,í«Stí«Paul's,í«Walsall"," Bus Station, St Paul's, Walsall",
2012,," Busí«Station,í«Stí«Pauls,í«Walsall."," Bus Station, St Pauls, Walsall.",
2012,,Calderfieldsí«Golfí«Club,Calderfields Golf Club,
2012,,Cambridgeí«PH,Cambridge PH,
2012,," Cambridgeí«PH,í«Arundelí«St"," Cambridge PH, Arundel St",
2012,,Cannockí«Road,Cannock Road,
2012,,cannockí«Roadí«Willenhall,cannock Road Willenhall,
2012,," Carí«parkí«Shireí«Oakí«Publicí«House,í«Chesterí«Road,í«Brownhills"," Car park Shire Oak Public House, Chester Road, Brownhills",
2012,," Carí«Park,í«Shireí«Oakí«PH,í«Lichfieldí«Rd"," Car Park, Shire Oak PH, Lichfield Rd",
2012,,Castleí«st,Castle st,
2012,," Cemetaryí«Rd,í«Willenhall"," Cemetary Rd, Willenhall",
2012,," Churchí«Road,í«Pelsall"," Church Road, Pelsall",
2012,,Churchfieldí«avenueí«tipton,Churchfield avenue tipton,
2012,,Collinwoodí«Drive,Collinwood Drive,
2012,," colthomí«road,í«willenhall"," colthom road, willenhall",
2012,," CORALí«Bookmakers,í«Highí«Street,í«Smethwick"," CORAL Bookmakers, High Street, Smethwick",
2012,," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,,Countessí«Street,Countess Street,
2012,," Countyí«Hotel,í«Walsall"," County Hotel, Walsall",
2012,,Crowní«Wharf,Crown Wharf,
2012,," Crowní«Wharf,í«Walsall"," Crown Wharf, Walsall",
2012,," Crowní«Wharf,í«Walsall"," Crown Wharf, Walsall",
2012,," Crowní«Wharf,í«Walsall"," Crown Wharf, Walsall",
2012,," Crowní«Wharf,í«Walsall"," Crown Wharf, Walsall",
2012,," Crowní«Wharf,í«Walsall"," Crown Wharf, Walsall",
2012,," Crowní«Wharf,í«Walsall"," Crown Wharf, Walsall",
2012,," Crowní«Wharf,í«Walsall"," Crown Wharf, Walsall",
2012,,Dalkeithí«st,Dalkeith st,
2012,," Darwallí«Street,í«Walsall"," Darwall Street, Walsall",
2012,,Darwellí«Stí«Walsall,Darwell St Walsall,
2012,,Darwellí«street,Darwell street,
2012,,Darwellí«Street,Darwell Street,
2012,,Darwellí«Street,Darwell Street,
2012,,Darwellí«Street,Darwell Street,
2012,,Deansí«road,Deans road,
2012,," Dorestí«Drive,í«Aldridge"," Dorest Drive, Aldridge",
2012,,Dudleyí«port,Dudley port,
2012,," Ernestí«Clarkí«Close,í«Willenhall"," Ernest Clark Close, Willenhall",
2012,,Fisherí«stí«whall,Fisher st whall,
2012,," Florenceí«Street,í«Walsall"," Florence Street, Walsall",
2012,,Foleyí«Arms,Foley Arms,
2012,,foleyí«roadí«west,foley road west,
2012,," Fourí«Crosses,Shelfield,Walsall"," Four Crosses,Shelfield,Walsall",
2012,,Grangeí«Crescent,Grange Crescent,
2012,,Grangeí«Crescent,Grange Crescent,
2012,," Greatí«Arthurí«Street,í«Smethwick"," Great Arthur Street, Smethwick",
2012,,greatí«bridgeí«road,great bridge road,
2012,,Greatí«Bridgeí«Roadí«Moxley,Great Bridge Road Moxley,
2012,,greení«laneí«walsall,green lane walsall,
2012,,Hathertoní«Stí«walsall,Hatherton St walsall,
2012,," Hathertoní«Street,í«Walsall"," Hatherton Street, Walsall",
2012,,heathfieldí«laneí«west,heathfield lane west,
2012,,Highí«Roadí«Willenhall,High Road Willenhall,
2012,,Highí«Stí«pelsall,High St pelsall,
2012,,Highí«stí«pelsall,High st pelsall,
2012,,Highí«streetí«pelsall,High street pelsall,
2012,,highí«streetí«westí«bromwich,high street west bromwich,
2012,,highí«streetí«westí«bromwich,high street west bromwich,
2012,," Highí«Street,í«Pelsall"," High Street, Pelsall",
2012,," Highsí«andí«Lows,í«Stí«Paul'sí«crossing"," Highs and Lows, St Paul's crossing",
2012,,Jessieí«Road,Jessie Road,
2012,," Johní«Streetí«,í«Willenhall"," John Street , Willenhall",
2012,," kendrickí«way,í«westbrom"," kendrick way, westbrom",
2012,,Leamoreí«Precinct,Leamore Precinct,
2012,," Leicesterí«street,Walsall"," Leicester street,Walsall",
2012,,Leiesterí«Streetí«Walsall,Leiester Street Walsall,
2012,," Lewisí«Street,í«Walsall"," Lewis Street, Walsall",
2012,,Lichfieldí«Road,Lichfield Road,
2012,," Lichfieldí«Road,Walsall"," Lichfield Road,Walsall",
2012,,Lichfieldí«Stí«Walsall,Lichfield St Walsall,
2012,," Lichfieldí«St,í«Walsall"," Lichfield St, Walsall",
